id,fullName,primaryNumber,birthDate,currentAge,nationality,height,weight,shootsCatches,currentTeam,primaryPosition
8465009,Zdeno Chara,33,1977-03-18,43,SVK,"6' 9""",250,L,Boston Bruins,D
8476191,Kevan Miller,86,1987-11-15,32,USA,"6' 2""",210,R,Boston Bruins,D
8478416,Erik Cernak,81,1997-05-28,22,SVK,"6' 3""",233,R,Tampa Bay Lightning,D
8470655,David Backes,21,1984-05-01,35,USA,"6' 3""",215,R,Anaheim Ducks,RW
8475149,Marcus Johansson,90,1990-10-06,29,SWE,"6' 1""",205,L,Buffalo Sabres,LW
8474611,Cameron Gaunce,33,1990-03-19,30,CAN,"6' 1""",194,L,Tampa Bay Lightning,D
8475745,Charlie Coyle,13,1992-03-02,28,USA,"6' 3""",220,R,Boston Bruins,C
8477454,Adam Erne,73,1995-04-20,25,USA,"6' 1""",212,L,Detroit Red Wings,LW
8475277,Edward Pasquale,80,1990-11-20,,CAN,"6' 2""",215,L,Free Agent,G
8478468,Jeremy Lauzon,79,1997-04-28,22,CAN,"6' 1""",204,L,Boston Bruins,D
8470626,Loui Eriksson,21,1985-07-17,34,SWE,"6' 2""",179,L,Vancouver Canucks,LW
8477937,Jake Virtanen,18,1996-08-17,23,CAN,"6' 1""",226,R,Vancouver Canucks,RW
8477018,Ben Hutton,27,1993-04-20,27,CAN,"6' 2""",206,L,Vancouver Canucks,D
8473415,Alex Biega,55,1988-04-04,32,CAN,"5' 10""",199,R,Vancouver Canucks,D
8478874,Adam Gaudette,88,1996-10-03,23,USA,"6' 1""",170,R,Vancouver Canucks,C
8476410,Josh Leivo,17,1993-05-26,26,CAN,"6' 2""",192,R,Vancouver Canucks,LW
8477500,Bo Horvat,53,1995-04-05,25,CAN,"6' 0""",215,L,Vancouver Canucks,C
8476412,Jordan Binnington,50,1993-07-11,26,CAN,"6' 1""",174,L,St. Louis Blues,G
8474034,Pat Maroon,7,1988-04-23,31,USA,"6' 3""",225,L,St. Louis Blues,LW
8479442,Troy Stecher,51,1994-04-07,26,CAN,"5' 10""",186,R,Vancouver Canucks,D
8470151,Jay Bouwmeester,19,1983-09-27,36,CAN,"6' 4""",206,L,St. Louis Blues,D
8476892,Colton Parayko,55,1993-05-12,26,CAN,"6' 6""",230,R,St. Louis Blues,D
8480023,Robert Thomas,18,1999-07-02,20,CAN,"6' 0""",188,R,St. Louis Blues,C
8481478,Jake Kielly,,1996-04-01,24,USA,"6' 2""",201,L,Vancouver Canucks,G
8481479,Brogan Rafferty,3,1995-05-28,24,USA,"6' 0""",195,R,Vancouver Canucks,D
8475768,Jaden Schwartz,17,1992-06-25,27,CAN,"5' 10""",190,L,St. Louis Blues,LW
8475727,Ryan Spooner,15,1992-01-30,28,CAN,"5' 11""",191,L,Vancouver Canucks,C
8476897,Oskar Sundqvist,70,1994-03-23,26,SWE,"6' 3""",209,R,St. Louis Blues,C
8475765,Vladimir Tarasenko,91,1991-12-13,28,RUS,"6' 0""",225,L,St. Louis Blues,RW
8478444,Brock Boeser,6,1997-02-25,23,USA,"6' 1""",208,R,Vancouver Canucks,RW
8476466,Sven Baertschi,47,1992-10-05,27,CHE,"5' 11""",190,L,Vancouver Canucks,LW
8477952,Robby Fabbri,15,1996-01-22,24,CAN,"5' 10""",190,L,St. Louis Blues,C
8475690,Christopher Tanev,8,1989-12-20,30,CAN,"6' 2""",197,R,Vancouver Canucks,D
8475098,Tyler Bozak,21,1986-03-19,34,CAN,"6' 1""",199,R,St. Louis Blues,C
8477353,Tyler Motte,64,1995-03-10,25,USA,"5' 10""",192,L,Vancouver Canucks,C
8475170,Brayden Schenn,10,1991-08-22,28,CAN,"6' 1""",200,L,St. Louis Blues,C
8474849,Antoine Roussel,26,1989-11-21,30,FRA,"5' 11""",199,L,Vancouver Canucks,LW
8476907,Mackenzie MacEachern,62,1994-03-09,26,USA,"6' 2""",190,L,St. Louis Blues,LW
8477958,Nikolay Goldobin,77,1995-10-07,24,RUS,"5' 11""",196,L,Vancouver Canucks,RW
8474125,Carl Gunnarsson,4,1986-11-09,33,SWE,"6' 2""",198,L,St. Louis Blues,D
8474565,Alex Pietrangelo,27,1990-01-18,30,CAN,"6' 3""",210,R,St. Louis Blues,D
8478407,Vince Dunn,29,1996-10-29,23,CAN,"6' 0""",203,L,St. Louis Blues,D
8474568,Luke Schenn,2,1989-11-02,30,CAN,"6' 2""",221,R,Vancouver Canucks,D
8476871,Tanner Pearson,70,1992-08-10,27,CAN,"6' 1""",201,L,Vancouver Canucks,LW
8480800,Quinn Hughes,43,1999-10-14,20,USA,"5' 10""",170,L,Vancouver Canucks,D
8477482,Zach Sanford,12,1994-11-09,25,USA,"6' 4""",207,L,St. Louis Blues,LW
8477085,Ashton Sautner,29,1994-05-27,25,CAN,"6' 1""",195,L,Vancouver Canucks,D
8469501,Chris Thorburn,22,1983-06-03,36,CAN,"6' 3""",235,R,St. Louis Blues,RW
8474291,Jay Beagle,83,1985-10-16,34,CAN,"6' 3""",210,R,Vancouver Canucks,C
8477964,Ivan Barbashev,49,1995-12-14,24,RUS,"6' 0""",187,L,St. Louis Blues,C
8477967,Thatcher Demko,35,1995-12-08,24,USA,"6' 4""",192,L,Vancouver Canucks,G
8470257,Alexander Steen,20,1984-03-01,36,SWE,"6' 0""",211,L,St. Louis Blues,LW
8471303,Alexander Edler,23,1986-04-21,33,SWE,"6' 3""",212,L,Vancouver Canucks,D
8477213,Tim Schaller,59,1990-11-16,29,USA,"6' 2""",204,L,Vancouver Canucks,C
8478104,Sammy Blais,9,1996-06-17,23,CAN,"6' 2""",205,L,St. Louis Blues,LW
8474584,Michael Del Zotto,42,1990-06-24,29,CAN,"6' 0""",201,L,St. Louis Blues,D
8476884,Derrick Pouliot,5,1994-01-16,26,CAN,"6' 0""",196,L,Vancouver Canucks,D
8475158,Ryan O'Reilly,90,1991-02-07,29,CAN,"6' 1""",216,L,St. Louis Blues,C
8474102,David Perron,57,1988-05-28,31,CAN,"6' 0""",200,R,St. Louis Blues,LW
8474145,Robert Bortuzzo,41,1989-03-18,31,CAN,"6' 4""",216,R,St. Louis Blues,D
8476440,Markus Granlund,60,1993-04-16,27,FIN,"6' 0""",180,L,Vancouver Canucks,C
8478465,Guillaume Brisebois,56,1997-07-21,22,CAN,"6' 2""",175,L,Vancouver Canucks,D
8476441,Joel Edmundson,6,1993-06-28,26,CAN,"6' 4""",215,L,St. Louis Blues,D
8480012,Elias Pettersson,40,1998-11-12,21,SWE,"6' 2""",176,L,Vancouver Canucks,C
8481425,Josh Teves,4,1995-02-18,25,CAN,"6' 0""",170,L,Vancouver Canucks,D
8475718,Justin Holl,3,1992-01-30,28,USA,"6' 4""",210,R,Toronto Maple Leafs,D
8477939,William Nylander,88,1996-05-01,23,SWE,"6' 0""",196,R,Toronto Maple Leafs,RW
8480829,Jesperi Kotkaniemi,15,2000-07-06,19,FIN,"6' 2""",198,L,Montréal Canadiens,C
8476967,Brett Kulak,77,1994-01-06,26,CAN,"6' 2""",190,L,Montréal Canadiens,D
8474668,Dale Weise,22,1988-08-05,31,CAN,"6' 2""",196,R,Montréal Canadiens,RW
8475716,Martin Marincin,52,1992-02-18,28,SVK,"6' 5""",217,L,Toronto Maple Leafs,D
8474589,Tyler Ennis,63,1989-10-06,30,CAN,"5' 9""",161,L,Edmonton Oilers,C
8479318,Auston Matthews,34,1997-09-17,22,USA,"6' 3""",220,L,Toronto Maple Leafs,C
8475166,John Tavares,91,1990-09-20,29,CAN,"6' 1""",215,L,Toronto Maple Leafs,C
8474550,Antti Niemi,37,1983-08-29,,FIN,"6' 2""",209,L,Free Agent,G
8480943,Igor Ozhiganov,92,1992-10-13,,RUS,"6' 2""",210,R,Free Agent,D
8475883,Frederik Andersen,31,1989-10-02,30,DNK,"6' 4""",238,L,Toronto Maple Leafs,G
8477341,Andreas Johnsson,18,1994-11-21,25,SWE,"5' 10""",194,L,Toronto Maple Leafs,LW
8477464,Nic Petan,61,1995-03-22,25,CAN,"5' 9""",175,L,Toronto Maple Leafs,C
8479361,Joseph Woll,60,1998-07-12,21,USA,"6' 4""",203,L,Toronto Maple Leafs,G
8480068,Ryan Poehling,25,1999-01-03,21,USA,"6' 2""",204,L,Montréal Canadiens,C
8473507,Jeff Petry,26,1987-12-09,32,USA,"6' 3""",201,R,Montréal Canadiens,D
8468493,Ron Hainsey,81,1981-03-24,39,USA,"6' 3""",201,L,Ottawa Senators,D
8474038,Paul Byron,41,1989-04-27,30,CAN,"5' 9""",158,L,Montréal Canadiens,LW
8475848,Brendan Gallagher,11,1992-05-06,27,CAN,"5' 9""",184,R,Montréal Canadiens,RW
8476853,Morgan Rielly,44,1994-03-09,26,CAN,"6' 1""",219,L,Toronto Maple Leafs,D
8477503,Max Domi,13,1995-03-02,25,CAN,"5' 10""",192,L,Montréal Canadiens,C
8476343,Garret Sparks,40,1993-06-28,26,USA,"6' 3""",201,L,Vegas Golden Knights,G
8479458,Nikita Zaitsev,22,1991-10-29,28,RUS,"6' 2""",188,R,Ottawa Senators,D
8477476,Artturi Lehkonen,62,1995-07-04,24,FIN,"6' 0""",176,L,Montréal Canadiens,LW
8477512,Frederik Gauthier,33,1995-04-26,24,CAN,"6' 5""",239,L,Toronto Maple Leafs,C
8474162,Jake Muzzin,8,1989-02-21,31,CAN,"6' 3""",217,L,Toronto Maple Leafs,D
8476422,Mike Reilly,5,1993-07-13,26,USA,"6' 1""",200,L,Ottawa Senators,D
8479376,Victor Mete,53,1998-06-07,21,CAN,"5' 9""",187,L,Montréal Canadiens,D
8478483,Mitchell Marner,16,1997-05-05,22,CAN,"6' 0""",175,R,Toronto Maple Leafs,RW
8476381,Andrew Shaw,65,1991-07-20,28,CAN,"5' 11""",182,R,Chicago Blackhawks,RW
8475172,Nazem Kadri,91,1990-10-06,29,CAN,"6' 0""",192,L,Colorado Avalanche,C
8480157,Calle Rosen,48,1994-02-02,26,SWE,"6' 1""",186,L,Toronto Maple Leafs,D
8479292,Charlie Lindgren,39,1993-12-18,26,USA,"6' 1""",180,R,Montréal Canadiens,G
8478408,Travis Dermott,23,1996-12-22,23,CAN,"6' 0""",205,L,Toronto Maple Leafs,D
8475738,Jordan Weal,43,1992-04-15,28,CAN,"5' 10""",180,R,Montréal Canadiens,C
8476948,Charles Hudon,54,1994-06-23,25,CAN,"5' 10""",190,L,Montréal Canadiens,LW
8477953,Kasperi Kapanen,24,1996-07-23,23,FIN,"6' 1""",194,R,Toronto Maple Leafs,RW
8476469,Joel Armia,40,1993-05-31,26,FIN,"6' 4""",213,R,Montréal Canadiens,RW
8470642,Shea Weber,6,1985-08-14,34,CAN,"6' 4""",230,R,Montréal Canadiens,D
8466139,Patrick Marleau,12,1979-09-15,40,CAN,"6' 2""",215,L,Pittsburgh Penguins,C
8474818,Jordie Benn,4,1987-07-26,32,CAN,"6' 2""",199,L,Vancouver Canucks,D
8475786,Zach Hyman,11,1992-06-09,27,CAN,"6' 1""",211,R,Toronto Maple Leafs,LW
8476479,Phillip Danault,24,1993-02-24,27,CAN,"6' 1""",201,L,Montréal Canadiens,C
8470775,Nate Thompson,44,1984-10-05,35,USA,"6' 1""",205,L,Philadelphia Flyers,C
8477015,Connor Brown,28,1994-01-14,26,CAN,"6' 0""",186,R,Ottawa Senators,RW
8477850,Christian Folin,32,1991-02-09,29,SWE,"6' 4""",204,R,Montréal Canadiens,D
8475235,Nicolas Deslauriers,20,1991-02-22,29,CAN,"6' 3""",219,L,Anaheim Ducks,LW
8479675,Trevor Moore,12,1995-03-31,25,USA,"5' 10""",185,L,Los Angeles Kings,C
8477494,Jonathan Drouin,92,1995-03-28,25,CAN,"6' 0""",197,L,Montréal Canadiens,LW
8476285,Matthew Peca,53,1993-04-27,26,CAN,"5' 9""",182,L,Ottawa Senators,C
8474581,Jake Gardiner,51,1990-07-04,29,USA,"6' 2""",203,L,Carolina Hurricanes,D
8475193,Tomas Tatar,90,1990-12-01,29,SVK,"5' 10""",183,L,Montréal Canadiens,LW
8480074,Alexandre Texier,42,1999-09-13,20,FRA,"6' 0""",187,L,Columbus Blue Jackets,C
8471717,Adam McQuaid,54,1986-10-12,33,CAN,"6' 4""",210,R,Columbus Blue Jackets,D
8478906,Markus Nutivaara,65,1994-06-06,25,FIN,"6' 1""",191,L,Columbus Blue Jackets,D
8475715,Oscar Lindberg,24,1991-10-29,28,SWE,"6' 1""",202,L,Ottawa Senators,LW
8471676,Bobby Ryan,9,1987-03-17,33,USA,"6' 2""",209,R,Ottawa Senators,RW
8476449,Scott Harrington,4,1993-03-10,27,CAN,"6' 2""",207,L,Columbus Blue Jackets,D
8477416,Oliver Bjorkstrand,28,1995-04-10,25,DNK,"6' 0""",177,R,Columbus Blue Jackets,RW
8476207,Brian Gibbons,17,1988-02-26,32,USA,"5' 8""",175,L,Ottawa Senators,LW
8478868,Christian Jaros,83,1996-04-02,24,SVK,"6' 3""",201,R,Ottawa Senators,D
8475683,Sergei Bobrovsky,72,1988-09-20,31,RUS,"6' 2""",182,L,Columbus Blue Jackets,G
8475168,Matt Duchene,95,1991-01-16,29,CAN,"5' 11""",195,L,Columbus Blue Jackets,C
8479369,Andrew Peeke,2,1998-03-17,22,USA,"6' 3""",205,R,Columbus Blue Jackets,D
8478550,Artemi Panarin,9,1991-10-30,28,RUS,"5' 11""",168,R,Columbus Blue Jackets,LW
8479400,Pierre-Luc Dubois,18,1998-06-24,21,CAN,"6' 3""",207,L,Columbus Blue Jackets,C
8476331,Dylan DeMelo,2,1993-05-01,26,CAN,"6' 1""",195,R,Ottawa Senators,D
8473422,Nick Foligno,71,1987-10-31,32,USA,"6' 0""",202,L,Columbus Blue Jackets,LW
8476419,Jean-Gabriel Pageau,44,1992-11-11,27,CAN,"5' 10""",184,R,Ottawa Senators,C
8474715,Cam Atkinson,13,1989-06-05,30,USA,"5' 8""",179,R,Columbus Blue Jackets,RW
8478916,Joey Daccord,34,1996-08-19,23,USA,"6' 2""",197,L,Ottawa Senators,G
8477505,Alexander Wennberg,10,1994-09-22,25,SWE,"6' 2""",196,L,Columbus Blue Jackets,C
8476981,Josh Anderson,77,1994-05-07,25,CAN,"6' 3""",221,R,Columbus Blue Jackets,RW
8477433,Ben Harpur,67,1995-01-12,25,CAN,"6' 6""",222,L,Ottawa Senators,D
8478400,Colin White,36,1997-01-30,23,USA,"6' 0""",183,R,Ottawa Senators,C
8478007,Elvis Merzlikins,90,1994-04-13,26,LVA,"6' 3""",183,L,Columbus Blue Jackets,G
8478567,Dean Kukan,14,1993-07-08,26,CHE,"6' 2""",186,L,Columbus Blue Jackets,D
8475175,Magnus Paajarvi,56,1991-04-12,29,SWE,"6' 3""",206,L,Ottawa Senators,LW
8480314,Max Veronneau,14,1995-12-12,24,CAN,"6' 0""",190,R,Ottawa Senators,RW
8467950,Craig Anderson,41,1981-05-21,38,USA,"6' 2""",185,L,Ottawa Senators,G
8476431,Adam Clendening,6,1992-10-26,27,USA,"6' 0""",196,R,Columbus Blue Jackets,D
8476310,Lukas Sedlak,45,1993-02-25,27,CZE,"6' 0""",205,L,Columbus Blue Jackets,C
8476432,Boone Jenner,38,1993-06-15,26,CAN,"6' 2""",206,L,Columbus Blue Jackets,C
8480801,Brady Tkachuk,7,1999-09-16,20,USA,"6' 3""",196,L,Ottawa Senators,LW
8474250,Zack Smith,15,1988-04-05,32,CAN,"6' 2""",208,L,Ottawa Senators,LW
8474571,Mikkel Boedker,89,1989-12-16,30,DNK,"6' 0""",210,L,Ottawa Senators,LW
8480762,Eric Robinson,50,1995-06-14,24,USA,"6' 2""",200,L,Columbus Blue Jackets,LW
8476919,Chris Tierney,71,1994-07-01,25,CAN,"6' 1""",195,L,Ottawa Senators,C
8476879,Cody Ceci,5,1993-12-21,26,CAN,"6' 2""",209,R,Ottawa Senators,D
8477407,Anthony Duclair,10,1995-08-26,24,CAN,"5' 11""",191,L,Ottawa Senators,LW
8476914,Joonas Korpisalo,70,1994-04-28,25,FIN,"6' 3""",182,L,Columbus Blue Jackets,G
8474697,Mark Borowiecki,74,1989-07-12,30,CAN,"6' 1""",207,L,Ottawa Senators,D
8476288,Ryan Dzingel,19,1992-03-09,28,USA,"6' 0""",190,L,Columbus Blue Jackets,C
8475233,David Savard,58,1990-10-22,29,CAN,"6' 2""",227,R,Columbus Blue Jackets,D
8477971,Andreas Englund,39,1996-01-21,24,SWE,"6' 3""",189,L,Ottawa Senators,D
8478469,Thomas Chabot,72,1997-01-30,23,CAN,"6' 2""",196,L,Ottawa Senators,D
8474062,Riley Nash,20,1989-05-09,30,CAN,"6' 1""",190,R,Columbus Blue Jackets,C
8477495,Seth Jones,3,1994-10-03,25,USA,"6' 4""",210,R,Columbus Blue Jackets,D
8475195,Anders Nilsson,31,1990-03-19,30,SWE,"6' 6""",232,L,Ottawa Senators,G
8471273,Brandon Dubinsky,17,1986-04-29,33,USA,"6' 2""",205,L,Columbus Blue Jackets,C
8478541,Markus Hannikainen,37,1993-03-26,27,FIN,"6' 1""",200,L,Columbus Blue Jackets,LW
8478460,Zach Werenski,8,1997-07-19,22,USA,"6' 2""",209,L,Columbus Blue Jackets,D
8471716,Justin Abdelkader,8,1987-02-25,33,USA,"6' 2""",214,L,Detroit Red Wings,LW
8476807,Matt Tennyson,5,1990-04-23,29,USA,"6' 2""",205,R,Buffalo Sabres,D
8476924,Martin Frk,42,1993-10-05,26,CZE,"6' 1""",205,R,Detroit Red Wings,RW
8471794,Darren Helm,43,1987-01-21,33,CAN,"6' 0""",196,L,Detroit Red Wings,LW
8470144,Frans Nielsen,51,1984-04-24,35,DNK,"6' 1""",188,L,Detroit Red Wings,C
8471436,Matt Hunwick,48,1985-05-21,34,USA,"5' 11""",194,L,Buffalo Sabres,D
8479999,Casey Mittelstadt,37,1998-11-22,21,USA,"6' 1""",202,L,Buffalo Sabres,C
8477933,Sam Reinhart,23,1995-11-06,24,CAN,"6' 1""",192,R,Buffalo Sabres,C
8478109,Victor Olofsson,41,1995-07-18,24,SWE,"5' 11""",181,L,Buffalo Sabres,LW
8473541,Jonathan Bernier,45,1988-08-07,31,CAN,"6' 0""",184,L,Detroit Red Wings,G
8478036,Christoffer Ehn,70,1996-04-05,24,SWE,"6' 3""",181,L,Detroit Red Wings,C
8476293,Scott Wilson,20,1992-04-24,27,CAN,"5' 11""",186,L,Buffalo Sabres,LW
8481433,Taro Hirose,53,1996-06-30,23,CAN,"5' 10""",160,L,Detroit Red Wings,LW
8470318,Jonathan Ericsson,52,1984-03-02,36,SWE,"6' 4""",220,L,Detroit Red Wings,D
8475728,Johan Larsson,22,1992-07-25,27,SWE,"5' 11""",202,L,Buffalo Sabres,C
8477946,Dylan Larkin,71,1996-07-30,23,USA,"6' 1""",198,L,Detroit Red Wings,C
8470110,Trevor Daley,83,1983-10-09,36,CAN,"5' 11""",195,L,Detroit Red Wings,D
8476931,Jake McCabe,19,1993-10-12,26,USA,"6' 1""",206,L,Buffalo Sabres,D
8477986,Brandon Montour,62,1994-04-11,26,CAN,"6' 0""",193,R,Buffalo Sabres,D
8477865,Jake Chelios,84,1991-03-08,29,USA,"6' 2""",185,L,Detroit Red Wings,D
8470598,Thomas Vanek,26,1984-01-19,36,AUT,"6' 2""",214,R,Detroit Red Wings,LW
8477994,Dominic Turgeon,23,1996-02-25,24,CAN,"6' 2""",200,L,Detroit Red Wings,C
8478403,Jack Eichel,9,1996-10-28,23,USA,"6' 2""",200,R,Buffalo Sabres,C
8477479,Tyler Bertuzzi,59,1995-02-24,25,CAN,"6' 0""",190,L,Detroit Red Wings,LW
8477511,Anthony Mantha,39,1994-09-16,25,CAN,"6' 5""",225,L,Detroit Red Wings,RW
8480839,Rasmus Dahlin,26,2000-04-13,20,SWE,"6' 3""",190,L,Buffalo Sabres,D
8477474,Madison Bowey,74,1995-04-22,24,CAN,"6' 2""",198,R,Detroit Red Wings,D
8477839,Conor Sheary,43,1992-06-08,27,USA,"5' 8""",176,L,Buffalo Sabres,LW
8474567,Zach Bogosian,4,1990-07-15,29,USA,"6' 3""",226,R,Buffalo Sabres,D
8476822,Luke Glendening,41,1989-04-28,30,USA,"5' 11""",192,R,Detroit Red Wings,C
8474722,Luke Witkowski,28,1990-04-14,30,USA,"6' 2""",210,R,Detroit Red Wings,RW
8479425,Filip Hronek,17,1997-11-02,22,CZE,"6' 0""",170,R,Detroit Red Wings,D
8475784,Jeff Skinner,53,1992-05-16,27,CAN,"5' 11""",187,L,Buffalo Sabres,LW
8479423,Alexander Nylander,92,1998-03-02,22,CAN,"6' 1""",192,R,Buffalo Sabres,RW
8476477,Matt Puempel,54,1993-01-24,27,CAN,"6' 1""",205,L,Detroit Red Wings,LW
8479268,Casey Nelson,8,1992-07-18,27,USA,"6' 1""",185,R,Buffalo Sabres,D
8478176,Joe Hicketts,2,1996-05-04,23,CAN,"5' 8""",180,L,Detroit Red Wings,D
8480363,Kaden Fulcher,36,1998-09-23,21,,"6' 2""",182,,Detroit Red Wings,G
8469506,Jason Pominville,29,1982-11-30,37,USA,"5' 11""",180,R,Buffalo Sabres,RW
8470657,Jimmy Howard,35,1984-03-26,36,USA,"6' 1""",218,L,Detroit Red Wings,G
8474618,Marco Scandella,6,1990-02-23,30,CAN,"6' 3""",210,L,Buffalo Sabres,D
8473449,Kyle Okposo,21,1988-04-16,32,USA,"6' 0""",219,R,Buffalo Sabres,RW
8476878,Zemgus Girgensons,28,1994-01-05,26,LVA,"6' 2""",211,L,Buffalo Sabres,C
8476999,Linus Ullmark,35,1993-07-31,26,SWE,"6' 4""",213,L,Buffalo Sabres,G
8471743,Vladimir Sobotka,17,1987-07-02,32,CZE,"5' 11""",189,L,Buffalo Sabres,C
8477499,Rasmus Ristolainen,55,1994-10-27,25,FIN,"6' 4""",215,R,Buffalo Sabres,D
8481426,Ryan Kuffner,56,1996-06-12,23,CAN,"6' 1""",195,L,Detroit Red Wings,LW
8477455,Jacob de la Rose,61,1995-05-20,24,SWE,"6' 3""",216,L,Detroit Red Wings,C
8476960,Andreas Athanasiou,72,1994-08-06,25,CAN,"6' 2""",188,L,Detroit Red Wings,C
8475795,Dylan McIlrath,20,1992-04-20,28,CAN,"6' 5""",236,R,Detroit Red Wings,D
8477215,Danny DeKeyser,65,1990-03-07,30,USA,"6' 3""",192,L,Detroit Red Wings,D
8480935,Lawrence Pilut,24,1995-12-30,24,SWE,"5' 11""",180,L,Buffalo Sabres,D
8478542,Evan Rodrigues,71,1993-07-28,26,CAN,"5' 10""",176,R,Buffalo Sabres,LW
8479992,Michael Rasmussen,27,1999-04-17,21,CAN,"6' 6""",221,L,Detroit Red Wings,C
8468509,Niklas Kronwall,55,1981-01-12,39,SWE,"6' 0""",194,L,Detroit Red Wings,D
8471735,Keith Yandle,3,1986-09-09,33,USA,"6' 1""",191,L,Florida Panthers,D
8476923,Damon Severson,28,1994-08-07,25,CAN,"6' 2""",205,R,New Jersey Devils,D
8474149,Evgenii Dadonov,63,1989-03-12,31,RUS,"5' 11""",185,L,Florida Panthers,RW
8466141,Roberto Luongo,1,1979-04-04,41,CAN,"6' 3""",215,L,Florida Panthers,G
8471233,Travis Zajac,19,1985-05-13,34,CAN,"6' 2""",185,R,New Jersey Devils,C
8476941,Connor Carrick,5,1994-04-13,26,USA,"5' 11""",192,R,New Jersey Devils,D
8476545,Kurtis Gabriel,39,1993-04-20,27,CAN,"6' 4""",200,R,New Jersey Devils,RW
8477932,Aaron Ekblad,5,1996-02-07,24,CAN,"6' 4""",220,R,Florida Panthers,D
8474884,Mike Hoffman,68,1989-11-24,30,CAN,"6' 0""",180,L,Florida Panthers,LW
8478406,Mackenzie Blackwood,29,1996-12-09,23,CAN,"6' 4""",225,L,New Jersey Devils,G
8474098,Colton Sceviour,7,1989-04-20,31,CAN,"6' 0""",192,R,Florida Panthers,C
8476399,Blake Coleman,20,1991-11-28,28,USA,"5' 11""",200,L,New Jersey Devils,C
8475222,Sami Vatanen,45,1991-06-03,28,FIN,"5' 10""",185,R,New Jersey Devils,D
8479404,Henrik Borgstrom,95,1997-08-06,22,FIN,"6' 3""",190,L,Florida Panthers,C
8476456,Jonathan Huberdeau,11,1993-06-04,26,CAN,"6' 1""",200,L,Florida Panthers,LW
8477346,MacKenzie Weegar,52,1994-01-07,26,CAN,"6' 0""",200,R,Florida Panthers,D
8477384,Josh Brown,2,1994-01-21,26,CAN,"6' 5""",215,R,Florida Panthers,D
8480948,Egor Yakovlev,74,1991-09-17,28,RUS,"6' 0""",190,L,New Jersey Devils,D
8477463,Steven Santini,16,1995-03-07,25,USA,"6' 2""",205,R,New Jersey Devils,D
8476474,Stefan Noesen,23,1993-02-12,27,USA,"6' 1""",205,R,New Jersey Devils,RW
8480002,Nico Hischier,13,1999-01-04,21,CHE,"6' 1""",175,L,New Jersey Devils,C
8477509,Mirco Mueller,25,1995-03-21,25,CHE,"6' 3""",210,L,New Jersey Devils,D
8473465,Jamie McGinn,88,1988-08-05,31,CAN,"6' 1""",205,L,Florida Panthers,LW
8479407,Jesper Bratt,63,1998-07-30,21,SWE,"5' 10""",175,L,New Jersey Devils,LW
8476875,Mike Matheson,19,1994-02-27,26,CAN,"6' 2""",193,L,Florida Panthers,D
8477425,Miles Wood,44,1995-09-13,24,USA,"6' 2""",195,L,New Jersey Devils,LW
8471426,Troy Brouwer,22,1985-08-17,34,CAN,"6' 3""",213,R,Florida Panthers,RW
8475844,Kenny Agostino,17,1992-04-30,27,USA,"6' 0""",199,L,New Jersey Devils,LW
8471226,Drew Stafford,18,1985-10-30,34,USA,"6' 2""",215,R,New Jersey Devils,RW
8472382,Andy Greene,6,1982-10-30,37,USA,"5' 11""",190,L,New Jersey Devils,D
8478401,Pavel Zacha,37,1997-04-06,23,CZE,"6' 3""",210,L,New Jersey Devils,C
8479414,Nathan Bastian,42,1997-12-06,22,CAN,"6' 4""",205,R,New Jersey Devils,RW
8479315,Joey Anderson,49,1998-06-19,21,USA,"5' 11""",190,R,New Jersey Devils,RW
8477355,Will Butcher,8,1995-01-06,25,USA,"5' 10""",190,L,New Jersey Devils,D
8479415,Michael McLeod,41,1998-02-03,22,CAN,"6' 2""",188,R,New Jersey Devils,C
8475772,Riley Sheahan,15,1991-12-07,28,CAN,"6' 3""",214,L,Florida Panthers,C
8476389,Vincent Trocheck,21,1993-07-11,26,USA,"5' 10""",186,R,Florida Panthers,C
8478843,Denis Malgin,62,1997-01-18,23,CHE,"5' 9""",177,R,Florida Panthers,C
8475796,Mark Pysyk,13,1992-01-11,28,CAN,"6' 1""",200,R,Florida Panthers,D
8478881,Brett Seney,43,1996-02-28,24,CAN,"5' 9""",156,L,New Jersey Devils,LW
8475151,Kyle Palmieri,21,1991-02-01,29,USA,"5' 11""",185,R,New Jersey Devils,RW
8478366,Frank Vatrano,72,1994-03-14,26,USA,"5' 9""",201,L,Florida Panthers,C
8477452,Ian McCoshen,12,1995-08-05,24,USA,"6' 3""",217,L,Florida Panthers,D
8477493,Aleksander Barkov,16,1995-09-02,24,FIN,"6' 3""",213,L,Florida Panthers,C
8481442,Brady Keeper,25,1996-06-05,23,CAN,"6' 2""",194,R,Florida Panthers,D
8479291,Kevin Rooney,58,1993-05-21,26,USA,"6' 2""",190,L,New Jersey Devils,C
8476906,Shayne Gostisbehere,53,1993-04-20,27,USA,"5' 11""",180,L,Philadelphia Flyers,D
8475735,Greg McKegg,14,1992-06-17,27,CAN,"6' 0""",192,L,New York Rangers,C
8473512,Claude Giroux,28,1988-01-12,32,CAN,"5' 11""",185,R,Philadelphia Flyers,C
8473533,Jordan Staal,11,1988-09-10,31,CAN,"6' 4""",220,L,Carolina Hurricanes,C
8477938,Haydn Fleury,4,1996-07-08,23,CAN,"6' 3""",208,L,Carolina Hurricanes,D
